product_id,product_name,sub_category_id
OFF-AP-10001947,acco 6 outlet guardian premium plus surge suppressor,6
OFF-LA-10001982,smead alpha-z color-coded name labels first letter starter set,2
OFF-PA-10000552,xerox 200,7
OFF-AR-10004062,staples in misc. colors,4
OFF-ST-10000321,akro stacking bins,3
TEC-AC-10002134,rosewill 107 normal keys usb wired standard keyboard,9
TEC-PH-10002549,polycom soundpoint ip 450 voip phone,8
TEC-PH-10004071,payanywhere card reader,8
OFF-PA-10004039,xerox 1882,7
OFF-AR-10001725,boston home & office model 2000 electric pencil sharpeners,4
OFF-AR-10004269,newell 31,4
OFF-PA-10002195,xerox 1966,7
OFF-SU-10002522,acme kleen earth office shears,14
TEC-AC-10002558,imation swivel flash drive usb flash drive - 8 gb,9
FUR-FU-10001731,acrylic self-standing desk frames,11
TEC-PH-10003484,ooma telo voip home phone system,8
OFF-SU-10000432,acco side-punched conventional columnar pads,14
OFF-LA-10004409,avery 492,2
OFF-ST-10001031,adjustable personal file tote,3
TEC-MA-10002428,fellowes powershred hs-440 4-sheet high security shredder,16
OFF-AR-10002987,prismacolor color pencil set,4
TEC-CO-10001571,sharp 1540cs digital laser copier,17
OFF-ST-10001034,eldon file chest portable file,3
OFF-SU-10003002,letter slitter,14
OFF-ST-10001496,standard rollaway file with lock,3
TEC-PH-10000730,samsung galaxy s4 active,8
TEC-AC-10001874,logitech wireless anywhere mouse mx for pc and mac,9
OFF-BI-10000494,acco economy flexible poly round ring binder,5
FUR-TA-10003469,balt split level computer training table,15
OFF-AR-10003179,dixon ticonderoga core-lock colored pencils,4
FUR-TA-10004575,hon 5100 series wood tables,15
FUR-CH-10003606,safco folding chair trolley,13
OFF-LA-10003537,avery 515,2
OFF-PA-10004733,things to do today spiral book,7
TEC-AC-10004814,logitech illuminated ultrathin keyboard with backlighting,9
OFF-SU-10002301,serrated blade or curved handle hand letter openers,14
OFF-SU-10000646,premier automatic letter opener,14
TEC-AC-10001539,logitech g430 surround sound gaming headset with dolby 7.1 technology,9
TEC-PH-10002789,lg exalt,8
OFF-BI-10004828,gbc poly designer binding covers,5
OFF-AR-10001770,economy #2 pencils,4
TEC-AC-10001090,micro innovations wireless classic keyboard with mouse,9
TEC-PH-10001619,lg g3,8
OFF-PA-10000246,riverleaf stik-withit designer note cubes,7
OFF-PA-10001461,hp office paper (20lb. and 87 bright),7
OFF-EN-10001028,staple envelope,10
FUR-CH-10001708,office star - contemporary swivel chair with padded adjustable arms and flex back,13
TEC-PH-10003535,rca visys 25423re1 corded phone,8
FUR-FU-10001085,3m polarizing light filter sleeves,11
OFF-AR-10003481,newell 348,4
OFF-PA-10002606,xerox 1928,7
OFF-AP-10001962,black & decker filter for double action dustbuster cordless vac bldv7210,6
OFF-AR-10002704,boston 1900 electric pencil sharpener,4
TEC-AC-10002942,wd my passport ultra 1tb portable external hard drive,9
TEC-MA-10001016,canon pc170 desktop personal copier,16
OFF-PA-10002499,xerox 1890,7
TEC-PH-10003215,jackery bar premium fast-charging portable charger,8
OFF-AR-10002766,prang drawing pencil set,4
TEC-PH-10002275,mitel 5320 ip phone voip phone,8
FUR-BO-10004360,rush hierlooms collection rich wood bookcases,1
TEC-AC-10000199,kingston digital datatraveler 8gb usb 2.0,9
OFF-AR-10001227,newell 338,4
FUR-CH-10000229,global enterprise series seating high-back swivel/tilt chairs,13
FUR-BO-10002853,o'sullivan 5-shelf heavy-duty bookcases,1
OFF-PA-10004022,hammermill color copier paper (28lb. and 96 bright),7
OFF-PA-10004248,xerox 1990,7
OFF-AP-10000179,honeywell enviracaire portable hepa air cleaner for up to 10 x 16 room,6
OFF-PA-10001363,xerox 1933,7
OFF-EN-10004007,park ridge embossed executive business envelopes,10
TEC-MA-10001570,cisco desktop collaboration experience dx650 ip video phone,16
FUR-FU-10003930,howard miller 12-3/4 diameter accuwave ds  wall clock,11
OFF-PA-10000232,xerox 1975,7
OFF-AR-10001972,newell 323,4
OFF-AP-10001366,staple holder,6
OFF-LA-10003720,avery 487,2
TEC-PH-10000526,vtech cs6719,8
TEC-MA-10003246,hewlett-packard deskjet d4360 printer,16
FUR-FU-10000175,dax wood document frame.,11
OFF-PA-10000556,xerox 208,7
TEC-AC-10003237,memorex micro travel drive 4 gb,9
OFF-EN-10003068,#6 3/4 gummed flap white envelopes,10
FUR-FU-10004053,dax two-tone silver metal document frame,11
FUR-CH-10003973,gueststacker chair with chrome finish legs,13
OFF-PA-10000565,easy-staple paper,7
OFF-LA-10000414,avery 503,2
OFF-AP-10002998,holmes 99% hepa air purifier,6
OFF-AP-10001391,kensington 6 outlet masterpiece homeoffice power control center,6
FUR-BO-10004690,o'sullivan cherrywood estates traditional barrister bookcase,1
OFF-AR-10002445,sanford major accent highlighters,4
OFF-BI-10003925,fellowes pb300 plastic comb binding machine,5
FUR-BO-10003546,hon 4-shelf metal bookcases,1
OFF-AR-10003217,newell 316,4
OFF-AR-10001761,avery hi-liter smear-safe highlighters,4
OFF-PA-10003022,xerox 1992,7
FUR-BO-10000780,o'sullivan plantations 2-door library in landvery oak,1
FUR-TA-10004442,riverside furniture stanwyck manor table series,15
OFF-ST-10000129,fellowes recycled storage drawers,3
OFF-PA-10004948,xerox 190,7
OFF-PA-10001725,xerox 1892,7
TEC-PH-10000213,seidio bd2-hk3iph5-bk dilex case and holster combo for apple iphone 5/5s - black,8
FUR-CH-10000847,global executive mid-back manager's chair,13
OFF-PA-10004353,southworth 25% cotton premium laser paper and envelopes,7
OFF-EN-10004206,multimedia mailers,10
OFF-LA-10003388,avery 5,2
FUR-TA-10002855,bevis round conference table top & single column base,15
TEC-PH-10000193,jensen smps-640 - speaker phone,8
TEC-CO-10004202,brother dcp1000 digital 3 in 1 multifunction machine,17
OFF-ST-10000885,fellowes desktop hanging file manager,3
OFF-PA-10002709,xerox 1956,7
FUR-FU-10003424,nu-dell oak frame,11
FUR-FU-10002508,document clip frames,11
OFF-PA-10003134,xerox 1937,7
FUR-CH-10004983,office star - mid back dual function ergonomic high back chair with 2-way adjustable arms,13
OFF-PA-10003228,xerox 1917,7
TEC-AC-10001542,sandisk cruzer 16 gb usb flash drive,9
TEC-PH-10001079,polycom soundpoint pro se-225 corded phone,8
TEC-AC-10004877,imation 30456 usb flash drive 8gb,9
TEC-PH-10001305,panasonic kx ts208w corded phone,8
OFF-PA-10000483,xerox 19,7
TEC-AC-10000487,sandisk cruzer 4 gb usb flash drive,9
TEC-AC-10002018,amazonbasics 3-button usb wired mouse,9
OFF-PA-10004381,14-7/8 x 11 blue bar computer printout paper,7
OFF-SU-10001212,kleencut forged office shears by acme united corporation,14
TEC-AC-10004396,logitech keyboard k120,9
OFF-AR-10002467,dixon ticonderoga pencils,4
TEC-PH-10004345,cisco spa 502g ip phone,8
OFF-AP-10002651,hoover upright vacuum with dirt cup,6
TEC-MA-10000752,texas instrument ti-15 fraction calculator,16
OFF-FA-10000840,oic thumb-tacks,12
FUR-CH-10003761,global italian leather office chair,13
TEC-PH-10004875,pny rapid usb car charger - black,8
FUR-CH-10001802,hon every-day chair series swivel task chairs,13
OFF-AP-10002670,belkin 8-outlet premiere surgemaster ii surge protectors,6
OFF-FA-10003485,staples,12
OFF-AP-10000390,euro pro shark stick mini vacuum,6
TEC-PH-10004120,at&t 1080 phone,8
OFF-PA-10002764,easy-staple paper,7
OFF-PA-10000143,astroparche fine business paper,7
OFF-ST-10000136,letter size file,3
TEC-PH-10004522,dexim xpower skin super-thin power case for iphone 5 - black,8
FUR-CH-10004626,office star flex back scooter chair with aluminum finish frame,13
TEC-PH-10001128,motorola droid maxx,8
TEC-PH-10000562,samsung convoy 3,8
OFF-LA-10004178,avery 491,2
OFF-PA-10003797,xerox 209,7
FUR-TA-10001768,hon racetrack conference tables,15
OFF-SU-10004737,acme design stainless steel bent scissors,14
TEC-MA-10003173,hewlett-packard 300s scientific calculator,16
OFF-LA-10000305,avery 495,2
TEC-PH-10002583,iottie hlcrio102 car mount,8
FUR-FU-10004864,eldon 500 class desk accessories,11
TEC-PH-10002447,at&t cl83451 4-handset telephone,8
OFF-PA-10003063,ecotones memo sheets,7
OFF-PA-10003302,xerox 1906,7
TEC-MA-10000423,texas instruments ti-34 scientific calculator,16
TEC-AC-10004992,kingston digital datatraveler 64gb usb 2.0,9
OFF-BI-10004099,gbc velobinder strips,5
OFF-PA-10001215,xerox 1963,7
OFF-AP-10000938,avanti 1.7 cu. ft. refrigerator,6
FUR-FU-10003192,luxo adjustable task clamp lamp,11
OFF-PA-10000859,unpadded memo slips,7
OFF-AR-10000614,barrel sharpener,4
OFF-FA-10000089,acco glide clips,12
TEC-PH-10001795,rca h5401re1 dect 6.0 4-line cordless handset with caller id/call waiting,8
OFF-PA-10000048,xerox 20,7
TEC-PH-10001870,lunatik tt5l-002 taktik strike impact protection system for iphone 5,8
OFF-AR-10004010,hunt boston vacuum mount ks pencil sharpener,4
OFF-ST-10003572,portfile personal file boxes,3
TEC-AC-10002637,logitech vx revolution cordless laser mouse for notebooks (black),9
FUR-CH-10001545,hon comfortask task/swivel chairs,13
OFF-AR-10000914,boston 16765 mini stand up battery pencil sharpener,4
TEC-AC-10003033,plantronics cs510 - over-the-head monaural wireless headset system,9
OFF-LA-10003498,avery 475,2
FUR-FU-10000747,tenex b1-re series chair mats for low pile carpets,11
TEC-PH-10004100,griffin gc17055 auxiliary audio cable,8
OFF-ST-10000636,rogers profile extra capacity storage tub,3
TEC-PH-10003174,rca visys 25825 wireless digital phone,8
OFF-PA-10001497,xerox 1914,7
OFF-PA-10001952,xerox 1902,7
OFF-SU-10004661,acme titanium bonded scissors,14
OFF-PA-10001826,xerox 207,7
TEC-MA-10001031,socket bluetooth cordless hand scanner (chs),16
TEC-MA-10003176,okidata b400 printer,16
FUR-CH-10003746,hon 4070 series pagoda round back stacking chairs,13
OFF-PA-10001593,xerox 1947,7
OFF-ST-10000142,deluxe rollaway locking file with drawer,3
TEC-AC-10004803,sony micro vault click 4 gb usb 2.0 flash drive,9
OFF-PA-10001801,xerox 193,7
TEC-PH-10000127,iottie xl car mount,8
OFF-AP-10001564,hoover commercial lightweight upright vacuum with e-z empty dirt cup,6
TEC-AC-10004595,first data tmfd35 pin pad,9
FUR-FU-10002874,ultra commercial grade dual valve door closer,11
FUR-TA-10003715,hon 2111 invitation series corner table,15
FUR-FU-10003489,contemporary borderless frame,11
TEC-PH-10002922,shoretel shorephone ip 230 voip phone,8
TEC-PH-10004006,panasonic kx - ts880b telephone,8
OFF-PA-10000300,xerox 1936,7
OFF-BI-10004308,avery legal 4-ring binder,5
TEC-PH-10004080,avaya 5410 digital phone,8
OFF-ST-10004946,desktop 3-pocket hot file,3
OFF-PA-10002109,wirebound voice message log book,7
TEC-MA-10004255,konica minolta magicolor 1690mf multifunction printer,16
TEC-AC-10001838,razer tiamat over ear 7.1 surround sound pc gaming headset,9
TEC-CO-10001943,canon pc-428 personal copier,17
FUR-FU-10000820,tensor brushed steel torchiere floor lamp,11
TEC-MA-10002930,ricoh - ink collector unit for gx3000 series printers,16
TEC-AC-10000990,imation bio 2gb usb flash drive imation corp,9
OFF-ST-10003716,tennsco double-tier lockers,3
OFF-BI-10004318,ibico eb-19 dual function manual binding system,5
OFF-LA-10002368,avery 479,2
OFF-PA-10000295,xerox 229,7
OFF-SU-10004884,acme galleria hot forged steel scissors with colored handles,14
FUR-FU-10002240,nu-dell ez-mount plastic wall frames,11
TEC-MA-10003356,panasonic kx mc6040 color laser multifunction printer,16
FUR-FU-10001057,tensor track tree floor lamp,11
TEC-PH-10003580,cisco ip phone 7961g-ge voip phone,8
OFF-AP-10003278,belkin 7-outlet surgemaster home series,6
TEC-PH-10002070,griffin gc36547 powerjolt se lightning charger,8
FUR-FU-10000277,deflect-o duramat antistatic studded beveled mat for medium pile carpeting,11
TEC-AC-10004420,cherry 142-key programmable keyboard,9
TEC-MA-10002790,neatdesk desktop scanner & digital filing system,16
OFF-AP-10001634,hoover commercial lightweight upright vacuum,6
OFF-PA-10001837,xerox 1976,7
OFF-BI-10003091,gbc docubind tl200 manual binding machine,5
OFF-PA-10001243,xerox 1983,7
OFF-LA-10002473,avery 484,2
FUR-FU-10003374,electrix fluorescent magnifier lamps & weighted base,11
TEC-PH-10001817,wilson electronics db pro signal booster,8
OFF-ST-10003641,space solutions industrial galvanized steel shelving.,3
OFF-AR-10004707,staples in misc. colors,4
TEC-MA-10004086,plantronics single ear headset,16
FUR-TA-10004619,hon non-folding utility tables,15
TEC-AC-10004518,memorex mini travel drive 32 gb usb 2.0 flash drive,9
OFF-AP-10000027,hoover commercial steamvac,6
OFF-AP-10003849,hoover shoulder vac commercial portable vacuum,6
OFF-PA-10002558,xerox 1938,7
OFF-BI-10000545,gbc ibimaster 500 manual proclick binding system,5
TEC-AC-10000926,netgear rangemax wnr1000 wireless router,9
TEC-PH-10002624,samsung galaxy s4 mini,8
TEC-PH-10001494,polycom cx600 ip phone voip phone,8
OFF-PA-10001846,xerox 1899,7
FUR-TA-10003392,global adaptabilities conference tables,15
FUR-CH-10002073,hon olson stacker chairs,13
TEC-PH-10004434,cisco ip phone 7961g voip phone - dark gray,8
FUR-BO-10004357,o'sullivan living dimensions 3-shelf bookcases,1
FUR-CH-10003312,hon 2090 “pillow soft” series mid back swivel/tilt chairs,13
FUR-TA-10000577,bretford cr4500 series slim rectangular table,15
OFF-FA-10000254,sterling rubber bands by alliance,12
OFF-AP-10004136,kensington 6 outlet smartsocket surge protector,6
TEC-AC-10002370,maxell cd-r discs,9
OFF-AR-10003986,avery hi-liter pen style six-color fluorescent set,4
TEC-PH-10004586,wilson signalboost 841262 db pro amplifier kit,8
TEC-PH-10004094,motorola l703cm,8
FUR-TA-10003569,bretford cr8500 series meeting room furniture,15
OFF-PA-10000312,xerox 1955,7
OFF-ST-10001932,fellowes staxonsteel drawer files,3
TEC-MA-10002694,hewlett-packard deskjet f4180 all-in-one color ink-jet - printer / copier / scanner,16
TEC-MA-10004626,lexmark 20r1285 x6650 wireless all-in-one printer,16
OFF-SU-10003936,acme serrated blade letter opener,14
TEC-MA-10003337,okidata b401 printer,16
OFF-PA-10000210,xerox blank computer paper,7
FUR-CH-10002317,global enterprise series seating low-back swivel/tilt chairs,13
FUR-CH-10002320,hon pagoda stacking chairs,13
OFF-LA-10004677,self-adhesive address labels for typewriters with dispenser box,2
FUR-CH-10003379,global commerce series high-back swivel/tilt chairs,13
FUR-CH-10002780,office star - task chair with contemporary loop arms,13
OFF-EN-10001535,grip seal envelopes,10
TEC-MA-10003493,penpower worldcard pro card scanner,16
TEC-AC-10002380,sony 8gb class 10 micro sdhc r40 memory card,9
TEC-PH-10002817,rca visys 25425re1 corded phone,8
TEC-MA-10003589,cisco 8961 ip phone charcoal,16
